BDID	EGID	TAXID	SYMBOL	DESCRIPTION	HOMOLOGENE
1450667_a_at	12974	10090	Cs	citrate synthase	56073
1417204_at	66913	10090	Kdelr2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	129146
1425682_a_at	69786	10090	Tprkb	Tp53rk binding protein	41096
1434384_at	268903	10090	Nrip1	nuclear receptor interacting protein 1	2606
1416465_a_at	30960	10090	Vapa	vesicle-associated membrane protein, associated protein A	37824
1428306_at	74747	10090	Ddit4	DNA-damage-inducible transcript 4	10400
1419260_a_at	20638	10090	Snrpb	small nuclear ribonucleoprotein B	134543
1426063_a_at	14579	10090	Gem	GTP binding protein (gene overexpressed in skeletal muscle)	38024
1421344_a_at	16475	10090	Ajuba	ajuba LIM protein	7789
1423972_at	110842	10090	Etfa	electron transferring flavoprotein, alpha polypeptide	100
1427148_at	224938	10090	Pja2	praja ring finger ubiquitin ligase 2	32233
1423100_at	14281	10090	Fos	FBJ osteosarcoma oncogene	3844
1419925_s_at	67988	10090	Tmx3	thioredoxin-related transmembrane protein 3	10381
1434682_at	228491	10090	Zfp770	zinc finger protein 770	82354
1428388_at	74493	10090	Tnks2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	11890
1438383_x_at	51792	10090	Ppp2r1a	protein phosphatase 2, regulatory subunit A, alpha	68559
1438004_at	210106	10090	Papd7	PAP associated domain containing 7	5089
1450029_s_at	104099	10090	Itga9	integrin alpha 9	1664
1450401_at	116940	10090	Tgs1	trimethylguanosine synthase 1	32608
1448725_at	26430	10090	Parg	poly (ADP-ribose) glycohydrolase	50532
1415947_at	433375	10090	Creg1	cellular repressor of E1A-stimulated genes 1	31199
1460555_at	193385	10090	Ripor2	RHO family interacting cell polarization regulator 2	9284
1454044_a_at	56535	10090	Pex3	peroxisomal biogenesis factor 3	2691
1442180_at	239133	10090	Dleu7	deleted in lymphocytic leukemia, 7	18293
1424109_a_at	109801	10090	Glo1	glyoxalase 1	4880
1424634_at	237052	10090	Tceal1	transcription elongation factor A (SII)-like 1	3510
1416799_at	58800	10090	Trpm7	transient receptor potential cation channel, subfamily M, member 7	9774
1424085_at	17992	10090	Ndufa4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4	37629
1427231_at	19876	10090	Robo1	roundabout guidance receptor 1	2206
1448889_at	69354	10090	Slc38a4	solute carrier family 38, member 4	75077
1423615_at	67845	10090	Rnf115	ring finger protein 115	69167
1455447_at	268595	10090	D430019H16Rik	RIKEN cDNA D430019H16 gene	136535
1417622_at	20496	10090	Slc12a2	solute carrier family 12, member 2	20283
1439399_a_at	83673	10090	Snhg1	small nucleolar RNA host gene 1	-
1428407_at	77134	10090	Hnrnpa0	heterogeneous nuclear ribonucleoprotein A0	136809
1425753_a_at	22256	10090	Ung	uracil DNA glycosylase	6585
1416212_at	17149	10090	Magoh	mago homolog, exon junction complex core component	1776
1451050_at	107569	10090	Nt5c3	5'-nucleotidase, cytosolic III	9534
1460441_at	668166	10090	Zxdb	zinc finger, X-linked, duplicated B	21401
1434831_a_at	56484	10090	Foxo3	forkhead box O3	31039
1428251_at	74355	10090	Smchd1	SMC hinge domain containing 1	23665
1452675_at	66810	10090	Rbm22	RNA binding motif protein 22	69245
1454917_at	380959	10090	Alg10b	asparagine-linked glycosylation 10B (alpha-1,2-glucosyltransferase)	6030
1451149_at	72157	10090	Pgm2	phosphoglucomutase 2	1979
1421813_a_at	19156	10090	Psap	prosaposin	37680
1452340_at	100515	10090	Zfp518b	zinc finger protein 518B	19115
1416208_at	59025	10090	Usp14	ubiquitin specific peptidase 14	3780
1448910_at	111175	10090	Pecr	peroxisomal trans-2-enoyl-CoA reductase	69255
1455966_s_at	68219	10090	Nudt21	nudix (nucleoside diphosphate linked moiety X)-type motif 21	5090
1436506_a_at	73824	10090	Snhg6	small nucleolar RNA host gene 6	-
1453342_at	71713	10090	Cdc40	cell division cycle 40	5716
1416324_s_at	66989	10090	Kctd20	potassium channel tetramerisation domain containing 20	12063
1437458_x_at	12759	10090	Clu	clusterin	1382
1451740_at	218693	10090	Paip1	polyadenylate binding protein-interacting protein 1	4709
1428538_s_at	71660	10090	Rarres2	retinoic acid receptor responder (tazarotene induced) 2	2167
1436180_at	13002	10090	Dnajc5	DnaJ heat shock protein family (Hsp40) member C5	9631
1447830_s_at	19735	10090	Rgs2	regulator of G-protein signaling 2	2192
1422460_at	56150	10090	Mad2l1	MAD2 mitotic arrest deficient-like 1	1768
1424236_at	68449	10090	Tbc1d10b	TBC1 domain family, member 10b	9177
1428393_at	68404	10090	Nrn1	neuritin 1	9577
1423177_a_at	11308	10090	Abi1	abl-interactor 1	38053
1448405_a_at	58521	10090	Eid1	EP300 interacting inhibitor of differentiation 1	49376
1434331_at	236511	10090	Ago1	argonaute RISC catalytic subunit 1	81826
1435033_at	226970	10090	Arhgef4	Rho guanine nucleotide exchange factor (GEF) 4	49414
1421260_a_at	20810	10090	Srm	spermidine synthase	40514
1429497_s_at	72183	10090	Snx6	sorting nexin 6	12304
1418397_at	27081	10090	Zfp275	zinc finger protein 275	23734
1429148_at	18029	10090	Nfic	nuclear factor I/C	4088
1438635_x_at	230991	10090	Fndc10	fibronectin type III domain containing 10	130478
1451064_a_at	107272	10090	Psat1	phosphoserine aminotransferase 1	6973
1418930_at	15945	10090	Cxcl10	chemokine (C-X-C motif) ligand 10	1203
1417911_at	12428	10090	Ccna2	cyclin A2	55562
1430514_a_at	673094	10090	Cd99	CD99 antigen	-
1448525_a_at	100043324	10090	Bnip3l-ps	BCL2/adenovirus E1B interacting protein 3-like, pseudogene	3195
1448525_a_at	12177	10090	Bnip3l	BCL2/adenovirus E1B interacting protein 3-like	3195
1452856_at	233490	10090	Crebzf	CREB/ATF bZIP transcription factor	10926
1419729_at	83558	10090	Tex11	testis expressed gene 11	49962
1438201_at	381511	10090	Pdp1	pyruvate dehyrogenase phosphatase catalytic subunit 1	31928
1446990_at	18027	10090	Nfia	nuclear factor I/A	4086
1428311_at	76551	10090	Ccdc6	coiled-coil domain containing 6	34786
1416422_a_at	20823	10090	Ssb	Sjogren syndrome antigen B	2366
1421115_a_at	74168	10090	Zdhhc16	zinc finger, DHHC domain containing 16	11377
1431385_a_at	56453	10090	Mbtps1	membrane-bound transcription factor peptidase, site 1	2808
1438563_s_at	64660	10090	Mrps24	mitochondrial ribosomal protein S24	57043
1426776_at	73178	10090	Wasl	Wiskott-Aldrich syndrome-like (human)	135996
1416591_at	19376	10090	Rab34	RAB34, member RAS oncogene family	12908
1421861_at	65945	10090	Clstn1	calsyntenin 1	8814
1417773_at	94181	10090	Nans	N-acetylneuraminic acid synthase (sialic acid synthase)	10343
1416942_at	80898	10090	Erap1	endoplasmic reticulum aminopeptidase 1	56754
1433745_at	223435	10090	Trio	triple functional domain (PTPRF interacting)	20847
1415781_a_at	101056240	10090	LOC101056240	small ubiquitin-related modifier 2 pseudogene	139293
1415781_a_at	170930	10090	Sumo2	small ubiquitin-like modifier 2	87858
1431777_a_at	94353	10090	Hmgn3	high mobility group nucleosomal binding domain 3	-
1429191_at	216877	10090	Dhx33	DEAH (Asp-Glu-Ala-His) box polypeptide 33	56235
1442745_x_at	170791	10090	Rbm39	RNA binding motif protein 39	136465
1460197_a_at	117167	10090	Steap4	STEAP family member 4	36422
1426880_at	208618	10090	Etl4	enhancer trap locus 4	10477
1426914_at	218518	10090	Marveld2	MARVEL (membrane-associating) domain containing 2	27037
1436990_s_at	103172	10090	Chchd10	coiled-coil-helix-coiled-coil-helix domain containing 10	27885
1436363_a_at	18032	10090	Nfix	nuclear factor I/X	1872
1420924_at	21858	10090	Timp2	tissue inhibitor of metalloproteinase 2	2444
1428291_at	69639	10090	Exosc8	exosome component 8	12323
1448694_at	16476	10090	Jun	jun proto-oncogene	1679
1416628_at	66836	10090	Tmem223	transmembrane protein 223	136402
1456531_x_at	28000	10090	Prpf19	pre-mRNA processing factor 19	6421
1455105_at	19248	10090	Ptpn12	protein tyrosine phosphatase, non-receptor type 12	37691
1428975_at	66329	10090	Susd3	sushi domain containing 3	11948
1433488_x_at	75612	10090	Gns	glucosamine (N-acetyl)-6-sulfatase	1568
1435000_at	14852	10090	Gspt1	G1 to S phase transition 1	68226
1430542_a_at	11740	10090	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5	55557
1452328_s_at	224938	10090	Pja2	praja ring finger ubiquitin ligase 2	32233
1436731_at	241494	10090	Zfp385b	zinc finger protein 385B	17606
1433955_at	93871	10090	Brwd1	bromodomain and WD repeat domain containing 1	23130
1428823_at	69692	10090	Hddc2	HD domain containing 2	5431
1423756_s_at	16010	10090	Igfbp4	insulin-like growth factor binding protein 4	1192
1422555_s_at	14674	10090	Gna13	guanine nucleotide binding protein, alpha 13	55976
1424152_at	99377	10090	Sall4	sal-like 4 (Drosophila)	10716
1452215_at	75758	10090	9130401M01Rik	RIKEN cDNA 9130401M01 gene	12622
1460338_a_at	54394	10090	Crlf3	cytokine receptor-like factor 3	9327
1438420_at	170791	10090	Rbm39	RNA binding motif protein 39	136465
1422866_at	12817	10090	Col13a1	collagen, type XIII, alpha 1	22421
1435519_at	215449	10090	Rap1b	RAS related protein 1b	68719
1451411_at	64297	10090	Gprc5b	G protein-coupled receptor, family C, group 5, member B	9435
1429839_a_at	67057	10090	Yaf2	YY1 associated factor 2	4203
1454980_at	319518	10090	Pdpr	pyruvate dehydrogenase phosphatase regulatory subunit	9948
1415996_at	56338	10090	Txnip	thioredoxin interacting protein	38186
1424516_at	-	-	-	-	-
1448151_at	15568	10090	Elavl1	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)	20367
1423796_at	71514	10090	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	3714
1450932_s_at	105445	10090	Dock9	dedicator of cytokinesis 9	41026
1437152_at	108797	10090	Mex3b	mex3 RNA binding family member B	13570
1423534_at	18567	10090	Pdcd2	programmed cell death 2	1951
1436771_x_at	110208	10090	Pgd	phosphogluconate dehydrogenase	68268
1426554_a_at	18648	10090	Pgam1	phosphoglycerate mutase 1	37647
1456250_x_at	21810	10090	Tgfbi	transforming growth factor, beta induced	37294
1416617_at	68738	10090	Acss1	acyl-CoA synthetase short-chain family member 1	56037
1448812_at	53602	10090	Hpcal1	hippocalcin-like 1	37586
1433799_at	108841	10090	Rdh13	retinol dehydrogenase 13 (all-trans and 9-cis)	121782
1418171_at	66684	10090	Tceal8	transcription elongation factor A (SII)-like 8	12009
1451330_a_at	16330	10090	Inpp5b	inositol polyphosphate-5-phosphatase B	69021
1416926_at	60599	10090	Trp53inp1	transformation related protein 53 inducible nuclear protein 1	11065
1449041_a_at	22051	10090	Trip6	thyroid hormone receptor interactor 6	37757
1433725_at	11479	10090	Acvr1b	activin A receptor, type 1B	20906
1435008_at	236794	10090	Slc9a6	solute carrier family 9 (sodium/hydrogen exchanger), member 6	55971
1433983_at	215748	10090	Cnksr3	Cnksr family member 3	18192
1448218_s_at	22631	10090	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	56528
1428229_at	75292	10090	Prkd3	protein kinase D3	2055
1448919_at	66205	10090	Cd302	CD302 antigen	8919
1419324_at	16876	10090	Lhx9	LIM homeobox protein 9	7816
1418828_at	67276	10090	Eri1	exoribonuclease 1	32651
1423635_at	12156	10090	Bmp2	bone morphogenetic protein 2	926
1433746_at	269470	10090	Wdr3	WD repeat domain 3	4937
1423654_a_at	19822	10090	Rnf4	ring finger protein 4	37711
1422881_s_at	19027	10090	Sypl	synaptophysin-like protein	4915
1429119_at	67732	10090	Iah1	isoamyl acetate-hydrolyzing esterase 1 homolog	41674
1456607_at	70675	10090	Vcpip1	valosin containing protein (p97)/p47 complex interacting protein 1	11814
1424922_a_at	57261	10090	Brd4	bromodomain containing 4	136213
1417087_at	20340	10090	Glg1	golgi apparatus protein 1	7533
1417355_at	18616	10090	Peg3	paternally expressed 3	31363
1454984_at	16880	10090	Lifr	leukemia inhibitory factor receptor	1735
1448239_at	15368	10090	Hmox1	heme oxygenase 1	31075
1428296_at	66491	10090	Polr2l	polymerase (RNA) II (DNA directed) polypeptide L	129854
1428296_at	75083	10090	Usp50	ubiquitin specific peptidase 50	75281
1424382_at	52377	10090	Rcn3	reticulocalbin 3, EF-hand calcium binding domain	10775
1452189_at	77305	10090	Wdr82	WD repeat domain containing 82	42951
1438852_x_at	17219	10090	Mcm6	minichromosome maintenance complex component 6	4322
1422993_s_at	56009	10090	Alyref2	Aly/REF export factor 2	98871
1422993_s_at	21681	10090	Alyref	Aly/REF export factor	38099
1422824_s_at	13860	10090	Eps8	epidermal growth factor receptor pathway substrate 8	3272
1454679_at	101994	10090	Champ1	chromosome alignment maintaining phosphoprotein 1	18780
1448929_at	74145	10090	F13a1	coagulation factor XIII, A1 subunit	20077
1417825_at	100040682	10090	Esd-ps	esterase D/formylglutathione hydrolase, pseudogene	55623
1417825_at	13885	10090	Esd	esterase D/formylglutathione hydrolase	55623
1448595_a_at	19716	10090	Bex1	brain expressed X-linked 1	137218
1449018_at	18643	10090	Pfn1	profilin 1	3684
1416621_at	16897	10090	Llgl1	lethal giant larvae homolog 1 (Drosophila)	31220
1448410_at	63958	10090	Ube4b	ubiquitination factor E4B	107623
1419036_at	12995	10090	Csnk2a1	casein kinase 2, alpha 1 polypeptide	90874
1424448_at	94088	10090	Trim6	tripartite motif-containing 6	14381
1417707_at	100637	10090	N4bp2l1	NEDD4 binding protein 2-like 1	14151
1452276_at	13990	10090	Smarcad1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	5301
1424130_a_at	19285	10090	Cavin1	caveolae associated 1	7499
1416405_at	12111	10090	Bgn	biglycan	1293
1434832_at	56484	10090	Foxo3	forkhead box O3	31039
1432270_a_at	76959	10090	Chmp5	charged multivesicular body protein 5	5757
1435543_at	11789	10090	Apc	adenomatosis polyposis coli	30950
1419247_at	19735	10090	Rgs2	regulator of G-protein signaling 2	2192
1425810_a_at	13007	10090	Csrp1	cysteine and glycine-rich protein 1	37874
1428094_at	16784	10090	Lamp2	lysosomal-associated membrane protein 2	7809
1435829_at	215693	10090	Zmat1	zinc finger, matrin type 1	86729
1426439_at	26900	10090	Ddx3y	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked	55839
1420088_at	18035	10090	Nfkbia	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	7863
1421892_at	20444	10090	St3gal2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	5047
1416185_a_at	11532	10090	Adh5	alcohol dehydrogenase 5 (class III), chi polypeptide	68076
1455968_x_at	56334	10090	Tmed2	transmembrane p24 trafficking protein 2	55991
1455968_x_at	100862175	10090	Gm10698	predicted gene 10698	55991
1424258_at	69241	10090	Polr2d	polymerase (RNA) II (DNA directed) polypeptide D	37968
1427247_at	229791	10090	Plppr4	phospholipid phosphatase related 4	8895
1420592_a_at	66471	10090	Anp32e	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	41519
1416442_at	15936	10090	Ier2	immediate early response 2	3607
1450555_at	83555	10090	Tex13b	testis expressed 13B	49961
1451791_at	21788	10090	Tfpi	tissue factor pathway inhibitor	4579
1451770_s_at	13211	10090	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1039
1417766_at	66427	10090	Cyb5b	cytochrome b5 type B	23546
1437303_at	16195	10090	Il6st	interleukin 6 signal transducer	1645
1452338_s_at	16443	10090	Itsn1	intersectin 1 (SH3 domain protein 1A)	2277
1460198_a_at	26446	10090	Psmb3	proteasome (prosome, macropain) subunit, beta type 3	2089
1435220_s_at	72729	10090	Cdc42se2	CDC42 small effector 2	41356
1460165_at	19045	10090	Ppp1ca	protein phosphatase 1, catalytic subunit, alpha isoform	105262
1416625_at	12258	10090	Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1	44
1448392_at	20692	10090	Sparc	secreted acidic cysteine rich glycoprotein	31132
1433813_at	72787	10090	Ndc1	NDC1 transmembrane nucleoporin	41224
1434951_at	74125	10090	Armc8	armadillo repeat containing 8	9121
1428715_at	14583	10090	Gfpt1	glutamine fructose-6-phosphate transaminase 1	68220
1426657_s_at	666422	10090	Gm8096	3-phosphoglycerate dehydrogenase pseudogene	-
1426657_s_at	236539	10090	Phgdh	3-phosphoglycerate dehydrogenase	39318
1452769_at	74315	10090	Rnf145	ring finger protein 145	14427
1448580_at	20340	10090	Glg1	golgi apparatus protein 1	7533
1424760_a_at	226830	10090	Smyd2	SET and MYND domain containing 2	32466
1420377_at	20450	10090	St8sia2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	4384
1418863_at	14463	10090	Gata4	GATA binding protein 4	1551
1451142_at	69940	10090	Exoc1	exocyst complex component 1	41241
1433654_at	76055	10090	Mgea5	meningioma expressed antigen 5 (hyaluronidase)	8154
1434487_at	17261	10090	Mef2d	myocyte enhancer factor 2D	4327
1435550_at	381022	10090	Kmt2d	lysine (K)-specific methyltransferase 2D	86893
1448703_at	76522	10090	Lsm8	LSM8 homolog, U6 small nuclear RNA associated	9419
1433502_s_at	104662	10090	Tsr1	TSR1 20S rRNA accumulation	5576
1451154_a_at	14007	10090	Celf2	CUGBP, Elav-like family member 2	4783
1452519_a_at	22695	10090	Zfp36	zinc finger protein 36	2558
1419442_at	17181	10090	Matn2	matrilin 2	20538
1437851_x_at	19826	10090	Rnps1	ribonucleic acid binding protein S1	40648
1439459_x_at	104112	10090	Acly	ATP citrate lyase	854
1449176_a_at	13178	10090	Dck	deoxycytidine kinase	616
1420824_at	20354	10090	Sema4d	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	21282
1416723_at	21413	10090	Tcf4	transcription factor 4	2407
1437947_x_at	22333	10090	Vdac1	voltage-dependent anion channel 1	107244
1448117_at	17311	10090	Kitl	kit ligand	692
1451115_at	229615	10090	Pias3	protein inhibitor of activated STAT 3	4447
1452049_at	66229	10090	Rpl7l1	ribosomal protein L7-like 1	41632
1450894_a_at	11773	10090	Ap2m1	adaptor-related protein complex 2, mu 1 subunit	3000
1454819_at	231999	10090	Plekha8	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8	32284
1415705_at	66818	10090	Smim7	small integral membrane protein 7	52095
1448990_a_at	17912	10090	Myo1b	myosin IB	7856
1426653_at	17215	10090	Mcm3	minichromosome maintenance complex component 3	1791
1460326_at	18706	10090	Pik3ca	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	21249
1420623_x_at	15481	10090	Hspa8	heat shock protein 8	68524
1436729_at	70292	10090	Afap1	actin filament associated protein 1	11009
1460718_s_at	56462	10090	Mtch1	mitochondrial carrier 1	22807
1417054_a_at	66055	10090	Sf3b6	splicing factor 3B, subunit 6	9360
1437073_x_at	-	-	-	-	-
1418506_a_at	21672	10090	Prdx2	peroxiredoxin 2	21182
1436984_at	329165	10090	Abi2	abl-interactor 2	4209
1424923_at	20715	10090	Serpina3g	serine (or cysteine) peptidase inhibitor, clade A, member 3G	115927
1415780_a_at	67416	10090	Armcx2	armadillo repeat containing, X-linked 2	12125
1418513_at	56274	10090	Stk3	serine/threonine kinase 3	48420
1455036_s_at	102641347	10090	LOC102641347	NADH dehydrogenase [ubiquinone] 1 subunit C2	-
1455036_s_at	68197	10090	Ndufc2	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2	3344
1424800_at	13800	10090	Enah	enabled homolog (Drosophila)	134005
1454741_s_at	209497	10090	Tmem164	transmembrane protein 164	12985
1416657_at	11651	10090	Akt1	thymoma viral proto-oncogene 1	3785
1435324_x_at	619937	10090	Hmgb1-ps10	high mobility group box1, pseudogene 10	138962
